SK_ID_CURR,TARGET
100001,0.42502689215768324
100005,0.7690654891398988
100013,0.3189212069873063
100028,0.4186833839733437
100038,0.579170132275712
100042,0.2921699809612671
100057,0.24248908468819438
100065,0.5121936524803956
100066,0.1442877624996869
100067,0.6287329743883455
100074,0.5366132248856943
100090,0.5258419089929165
100091,0.7477558796028916
100092,0.6161367913902642
100106,0.44399025745909265
100107,0.688903700205128
100109,0.48575262495397403
100117,0.36270303009628885
100128,0.6225245287654289
100141,0.3055208950954089
100150,0.26112495772961586
100168,0.09705840593389564
100169,0.39091971529777575
100170,0.476286184103915
100171,0.37101493292935805
100172,0.5877137391896651
100184,0.6638259797674964
100187,0.4735192884475063
100212,0.4230755204831286
100222,0.4285568175598129
100223,0.2583026948742752
100232,0.25957303461775155
100241,0.7383041728459585
100245,0.335545928327328
100253,0.31588376769605186
100256,0.6271129662164395
100271,0.1910506642042846
100278,0.7257095408014408
100280,0.10494006067823082
100306,0.7348527197497488
100311,0.6957343432460446
100312,0.3079171182420372
100330,0.5542937228258542
100331,0.35190107029117246
100352,0.6419452965596909
100358,0.6704037361084618
100367,0.33617346208157833
100382,0.7167348444363039
100384,0.3937730300078938
100385,0.5503127875286445
100386,0.4395853650212294
100399,0.33198599690782127
100404,0.5845665136743978
100416,0.1997049954592243
100422,0.48717133512356253
100426,0.40067650892238954
100438,0.27239864448962114
100444,0.6344363607724203
100445,0.7767467171122725
100446,0.6411458096020645
100447,0.27578695374689605
100450,0.3736809014807485
100466,0.33373523756278095
100483,0.26250104811076896
100484,0.2176502930851921
100494,0.47741572857182785
100510,0.7651316757086414
100512,0.3547213452283139
100517,0.280607405118466
100548,0.4630203798678746
100551,0.40893270359003697
100552,0.6900023142414353
100553,0.2965770737546944
100561,0.7432817342781279
100568,0.9114370453593705
100569,0.2317762036463171
100591,0.4618063297717731
100592,0.24773750586846985
100602,0.41919487225481605
100607,0.3210949074211426
100613,0.6197271605891025
100617,0.5543946940197326
100618,0.5384163907719821
100622,0.6826671100083183
100625,0.5571781000496543
100677,0.6690999836140968
100699,0.4312536395577355
100702,0.9253431710606947
100711,0.5426234890622763
100729,0.7375171193583342
100740,0.6718582461245168
100744,0.582177869497896
100745,0.4473471433804502
100747,0.6613551298278051
100751,0.8104044780759537
100752,0.42914742352177077
100753,0.8315461244985628
100754,0.8148204603541066
100760,0.4823601250638151
100762,0.5066765098098571
100763,0.38494692635165373
100765,0.2783235892198463
100770,0.685554387458099
100772,0.3742999220359284
100777,0.3246462566312529
100791,0.2112219055168041
100792,0.1729468917842535
100797,0.22874544645098716
100823,0.25467636748679506
100826,0.3022058360895319
100830,0.35405789057681425
100836,0.8420320218397945
100872,0.44720992597692744
100910,0.4076777786562927
100913,0.7607461674867385
100918,0.4590069846075928
100931,0.24913652240825182
100952,0.47494186720057086
100953,0.4285457534911128
100965,0.7637990521431662
100970,0.41718734697289467
100982,0.7662259526918116
100983,0.661686798091886
100984,0.44300117038801157
100987,0.5368776423406003
100997,0.5205867576978503
100998,0.6238399402857063
101002,0.6856088018353397
101005,0.8261414127929362
101008,0.6541161744581815
101020,0.5241860962473393
101021,0.3515485877509279
101024,0.5275935036026936
101025,0.7521987121549751
101026,0.39001292239159174
101031,0.3708774946539272
101041,0.3051503540067269
101051,0.24969746632810952
101055,0.47517080916000853
101056,0.8796053141159551
101057,0.3571725986273607
101064,0.40378610008650506
101079,0.7029213823565114
101087,0.34896020535008504
101090,0.40354186220454646
101092,0.6662409324281956
101097,0.6719289573702042
101099,0.26103915550341245
101107,0.4779448093885523
101118,0.5115775229437447
101125,0.6812581225562132
101126,0.26499928754367175
101128,0.23784237810321912
101136,0.6417909055777953
101140,0.6828965186928707
101149,0.659652966808362
101160,0.4766563893466147
101169,0.7277814376304286
101181,0.32961083760379073
101186,0.23460859180703114
101190,0.595207524097884
101193,0.6033545983639471
101194,0.6845956521928318
101198,0.626924677710011
101200,0.29768600003796614
101204,0.26293461630270437
101211,0.47667352866834134
101213,0.5883188977654601
101223,0.4122698807476502
101225,0.5192747458629571
101237,0.5848636288087171
101243,0.5702430181240915
101244,0.7635479439997414
101258,0.4085933874496976
101259,0.7191142900895906
101268,0.652012286953949
101269,0.1783182513836714
101271,0.6428803065401235
101279,0.4777600463560606
101281,0.6457510286233407
101287,0.42787187268591936
101292,0.442417814259033
101294,0.4155098298382759
101296,0.525757099795348
101297,0.2905534318085868
101299,0.37580823175262346
101301,0.3779634366810651
101305,0.621136985229636
101308,0.5698214208343273
101318,0.23689321525934107
101327,0.8554352412786985
101329,0.348450242839877
101332,0.39363456623772364
101337,0.5407435799952526
101343,0.31952761124054274
101345,0.2321664423640749
101346,0.14499092083618612
101353,0.17842887933593785
101354,0.7151127359880503
101355,0.817123944418411
101356,0.3541079036217951
101362,0.5322093755455068
101363,0.8109759943678876
101365,0.24356211026627664
101366,0.5765706825260617
101367,0.747836617974745
101368,0.13288073732578023
101374,0.7253561600987581
101380,0.15776323512661866
101383,0.3334762526894108
101398,0.2875267359904338
101399,0.824064412693769
101401,0.7824972882095628
101412,0.47023405619560754
101426,0.3849708152749523
101427,0.8983633586096272
101428,0.6904509699593661
101429,0.6858120492265593
101434,0.39238576768117533
101440,0.5507543024673826
101448,0.39382503409961545
101449,0.48789719379915475
101465,0.3683937185719117
101467,0.29740390994964927
101472,0.6381182018718502
101478,0.8105500732081713
101497,0.4123999155292796
101504,0.6652309283195034
101547,0.35082144221641154
